!FRM4SOC_CP
!RADCAL
# radiometric calibration coefs & linearity, lamp and panel data

# comments start with # (ignored by the processor)
# no empty lines between the parameter signatures in [] and the parameter values
# parameters are case insensitive
# parameters can be inserted in any order, except the first two signatures
# columns are tab- or space-delimited

[VERSION]
0.1

[CALDATE]
2022-06-06 14:09:51

[CALLAB]
Tartu Observatory

[USER]
Riho Vendt

[LAMP_ID]
TO_717

[PANEL_ID]
SG3151_2019

[DEVICE]
SAT0488

# Correlated color temperature (K)
[LAMP_CCT]
2990.7

# wavelength (nm)	bandwidth (nm)	irradiane (mW/m2/nm)	uncertainty (%, k=2)
[LAMPDATA]
75	553.30	1.893E-004	1.57	685.700	0	49849.57	2.47	50249.87	4.54
76	556.64	1.913E-004	1.57	685.600	0	50343.30	2.74	50755.60	4.85
77	559.98	1.939E-004	1.57	674.100	0	50643.63	2.41	51071.53	4.48
78	563.33	1.971E-004	1.57	688.000	0	50790.60	3.07	51225.20	5.61
79	566.67	2.006E-004	1.57	684.700	0	50846.23	2.90	51303.40	3.99
80	570.01	2.044E-004	1.57	680.900	0	50831.43	2.95	51291.67	4.82
81	573.35	2.086E-004	1.57	680.300	0	50741.97	4.01	51195.73	4.10
82	576.69	2.134E-004	1.57	680.700	0	50485.87	2.46	50940.60	3.94
83	580.03	2.187E-004	1.57	681.000	0	50145.67	2.90	50587.53	4.80
84	583.37	2.246E-004	1.57	681.100	0	49675.47	2.70	50111.53	5.69
85	586.71	2.311E-004	1.57	688.200	0	49095.27	2.57	49526.87	5.08
86	590.05	2.380E-004	1.57	688.600	0	48461.63	2.15	48894.93	4.50
87	593.39	2.452E-004	1.57	682.200	0	47811.70	3.41	48229.40	4.89
88	596.73	2.522E-004	1.57	680.800	0	47229.23	2.64	47637.93	4.08
89	600.07	2.578E-004	1.57	683.900	0	46905.90	3.30	47319.27	5.06
90	603.41	2.620E-004	1.57	685.600	0	46854.27	2.81	47262.80	4.97
91	606.75	2.649E-004	1.57	680.800	0	47003.57	2.34	47424.07	6.03
92	610.09	2.667E-004	1.56	688.900	0	47317.13	2.22	47761.00	4.73
93	613.43	2.679E-004	1.56	681.800	0	47772.50	3.02	48221.60	5.64
94	616.77	2.677E-004	1.56	684.900	0	48383.37	3.22	48878.33	3.99
95	620.11	2.668E-004	1.56	678.600	0	49187.30	2.41	49698.47	4.44
96	623.44	2.653E-004	1.56	681.700	0	50105.80	2.82	50630.13	4.59
97	626.78	2.635E-004	1.56	683.700	0	51034.53	2.62	51595.47	4.22
98	630.12	2.623E-004	1.56	686.200	0	51878.63	2.65	52464.40	4.64
99	633.45	2.624E-004	1.56	683.400	0	52499.70	1.90	53091.47	4.68
100	636.79	2.641E-004	1.56	685.300	0	52780.90	2.44	53384.53	5.27
101	640.13	2.675E-004	1.56	680.800	0	52735.37	2.90	53325.87	3.82
102	643.46	2.724E-004	1.56	686.200	0	52361.70	3.01	52953.40	4.63
103	646.80	2.778E-004	1.56	681.100	0	51934.83	2.88	52519.87	4.10
104	650.13	2.839E-004	1.56	682.200	0	51386.37	3.37	51955.60	3.00
105	653.47	2.903E-004	1.56	685.300	0	50776.73	2.97	51344.33	4.55
106	656.80	2.973E-004	1.56	687.500	0	50083.77	2.73	50653.53	4.46
107	660.14	3.040E-004	1.56	679.600	0	49484.97	2.15	50038.27	4.09
108	663.47	3.096E-004	1.56	685.300	0	49075.90	1.77	49628.27	3.90
109	666.80	3.136E-004	1.56	685.400	0	48915.47	2.57	49464.07	5.34
110	670.13	3.166E-004	1.56	687.900	0	48906.50	2.15	49459.40	4.15
111	673.47	3.188E-004	1.56	684.300	0	49029.50	2.66	49575.07	5.07
112	676.80	3.199E-004	1.56	683.500	0	49289.13	2.85	49844.67	5.50
113	680.13	3.207E-004	1.56	681.900	0	49590.43	2.81	50152.60	4.97
114	683.46	3.217E-004	1.56	684.300	0	49886.00	2.79	50445.13	3.74
115	686.79	3.223E-004	1.56	680.500	0	50183.93	3.08	50755.20	4.16
116	690.12	3.237E-004	1.56	682.000	0	50386.00	2.66	50958.20	2.91
117	693.45	3.257E-004	1.56	678.200	0	50460.70	2.89	51040.47	4.48
118	696.78	3.281E-004	1.56	683.000	0	50472.60	2.56	51057.00	6.19
119	700.10	3.310E-004	1.56	682.500	0	50416.30	3.00	50999.53	6.41
120	703.43	3.342E-004	1.56	680.200	0	50321.50	2.78	50899.73	3.80
121	706.76	3.365E-004	1.56	681.500	0	50293.50	3.15	50889.80	4.32
122	710.08	3.385E-004	1.56	680.500	0	50352.17	3.34	50951.47	4.77
123	713.41	3.397E-004	1.56	681.000	0	50503.80	2.76	51115.73	3.35
124	716.73	3.398E-004	1.56	682.100	0	50803.80	2.56	51429.60	5.40
125	720.06	3.394E-004	1.56	688.400	0	51169.97	2.28	51814.93	4.67
126	723.38	3.385E-004	1.56	692.700	0	51604.07	1.99	52277.93	5.25
127	726.70	3.376E-004	1.56	687.000	0	52105.30	2.15	52762.80	4.39
128	730.03	3.368E-004	1.56	682.500	0	52537.23	2.86	53209.80	3.94
129	733.35	3.370E-004	1.56	678.000	0	52832.03	1.84	53504.27	4.76
130	736.67	3.378E-004	1.56	681.200	0	52993.57	2.80	53674.20	5.19
131	739.99	3.398E-004	1.56	683.700	0	52977.37	3.35	53660.40	4.51
132	743.31	3.427E-004	1.56	681.200	0	52808.60	3.17	53497.20	2.80
133	746.63	3.467E-004	1.56	683.000	0	52493.17	3.64	53172.60	3.76
134	749.95	3.512E-004	1.56	683.300	0	52106.47	3.67	52779.13	4.05
135	753.26	3.559E-004	1.56	684.800	0	51676.67	3.17	52348.13	4.07
136	756.58	3.605E-004	1.56	687.700	0	51249.73	3.42	51923.80	4.26
137	759.90	3.654E-004	1.56	687.200	0	50808.30	2.56	51476.40	5.37
138	763.21	3.701E-004	1.56	683.300	0	50425.03	2.70	51076.20	4.55
139	766.53	3.743E-004	1.56	680.500	0	50110.03	2.30	50750.93	3.69
140	769.84	3.781E-004	1.56	681.500	0	49832.07	2.54	50470.47	4.06
141	773.15	3.817E-004	1.56	679.900	0	49575.53	2.51	50211.07	4.88
142	776.46	3.854E-004	1.56	685.300	0	49303.67	2.44	49941.47	4.60
143	779.77	3.900E-004	1.56	681.300	0	48923.93	2.72	49555.80	3.80
144	783.08	3.960E-004	1.56	684.500	0	48415.63	2.86	49020.47	4.60
145	786.39	4.033E-004	1.56	682.500	0	47723.27	2.52	48319.00	3.73
146	789.70	4.125E-004	1.56	685.700	0	46866.83	2.16	47437.13	3.69
147	793.01	4.230E-004	1.56	683.500	0	45906.87	3.10	46446.67	2.17
148	796.32	4.350E-004	1.56	685.900	0	44824.83	2.38	45342.80	4.48
149	799.62	4.487E-004	1.56	683.600	0	43658.63	2.45	44136.60	4.36
150	802.93	4.627E-004	1.56	691.700	0	42454.47	2.39	42930.00	3.69
151	806.23	4.781E-004	1.56	685.800	0	41250.20	2.04	41697.07	4.97
152	809.53	4.944E-004	1.56	685.800	0	40038.03	2.60	40459.87	4.33
153	812.84	5.113E-004	1.56	685.100	0	38842.13	2.27	39247.27	5.42
154	816.14	5.293E-004	1.56	683.100	0	37650.10	2.47	38029.47	4.99
155	819.44	5.481E-004	1.56	687.100	0	36478.83	2.91	36838.07	4.06
156	822.74	5.678E-004	1.56	686.000	0	35333.87	2.41	35668.80	4.27
157	826.04	5.892E-004	1.56	684.400	0	34144.00	2.40	34463.33	4.98
158	829.33	6.118E-004	1.56	686.300	0	32969.50	3.41	33272.93	4.15
159	832.63	6.361E-004	1.56	688.800	0	31816.23	2.67	32093.67	4.29
160	835.92	6.623E-004	1.56	686.100	0	30629.30	2.45	30893.20	4.80
161	839.22	6.911E-004	1.56	684.200	0	29441.83	2.27	29681.07	4.49
162	842.51	7.218E-004	1.56	685.700	0	28249.30	2.69	28476.73	3.49
163	845.80	7.553E-004	1.56	679.700	0	27076.27	2.51	27278.93	4.63
164	849.10	7.904E-004	1.56	683.900	0	25923.37	2.14	26113.53	3.82
165	852.39	8.278E-004	1.56	678.200	0	24823.93	2.23	24990.13	4.29
166	855.67	8.672E-004	1.56	677.200	0	23754.47	2.37	23900.27	3.67
167	858.96	9.068E-004	1.56	678.900	0	22740.83	1.86	22884.00	4.84
168	862.25	9.473E-004	1.56	681.800	0	21803.03	1.69	21936.93	4.59
169	865.53	9.885E-004	1.56	681.300	0	20904.00	2.62	21038.27	4.02
170	868.82	1.031E-003	1.56	683.800	0	20083.63	2.84	20198.20	3.77
171	872.10	1.073E-003	1.56	684.100	0	19312.37	2.63	19429.20	4.48
172	875.38	1.116E-003	1.56	680.300	0	18606.67	3.72	18706.00	3.80
173	878.67	1.156E-003	1.56	679.000	0	17962.47	2.48	18061.67	3.80
174	881.95	1.196E-003	1.56	685.200	0	17363.83	2.04	17460.40	5.10
175	885.22	1.236E-003	1.56	677.800	0	16806.47	2.60	16903.13	4.33
176	888.50	1.279E-003	1.56	682.100	0	16272.83	2.01	16348.93	4.97
177	891.78	1.320E-003	1.56	683.900	0	15745.97	1.90	15831.27	2.90
178	895.05	1.366E-003	1.56	679.300	0	15238.83	1.91	15307.20	3.34
179	898.33	1.412E-003	1.56	678.300	0	14726.73	1.82	14800.33	3.79
180	901.60	0.000E+000	0.00	685.700	0	14216.67	1.99	14276.87	5.73
181	904.87	0.000E+000	0.00	682.000	0	13703.40	2.01	13747.60	5.27
182	908.14	0.000E+000	0.00	685.900	0	13186.23	2.49	13243.40	3.59
183	911.41	0.000E+000	0.00	680.800	0	12676.67	2.51	12724.33	3.04
184	914.68	0.000E+000	0.00	683.400	0	12164.53	2.22	12212.47	4.02
185	917.94	0.000E+000	0.00	679.000	0	11674.97	2.68	11730.40	3.97
186	921.21	0.000E+000	0.00	685.100	0	11189.00	1.90	11225.27	3.65
187	924.47	0.000E+000	0.00	681.100	0	10722.20	1.75	10758.33	5.12
188	927.73	0.000E+000	0.00	690.100	0	10266.00	2.16	10322.07	4.50
189	930.99	0.000E+000	0.00	679.100	0	9804.07	1.93	9840.33	4.44
190	934.25	0.000E+000	0.00	684.500	0	9302.53	1.68	9351.67	5.74
191	937.51	0.000E+000	0.00	680.100	0	8796.27	2.02	8830.47	3.58
192	940.77	0.000E+000	0.00	684.700	0	8297.10	2.23	8324.93	3.53
193	944.02	0.000E+000	0.00	686.300	0	7866.53	2.30	7886.00	3.84
194	947.28	0.000E+000	0.00	685.600	0	7513.50	2.40	7526.00	4.66
195	950.53	0.000E+000	0.00	680.400	0	7206.43	2.30	7222.80	4.55
196	953.78	0.000E+000	0.00	680.600	0	6919.63	1.73	6949.00	4.81
197	957.03	0.000E+000	0.00	677.500	0	6648.60	2.20	6659.60	3.99
198	960.28	0.000E+000	0.00	680.600	0	6385.60	1.90	6406.20	4.45
199	963.53	0.000E+000	0.00	680.800	0	6133.10	1.75	6144.67	5.37
200	966.77	0.000E+000	0.00	684.000	0	5889.90	2.03	5901.27	3.81
201	970.02	0.000E+000	0.00	678.000	0	5648.07	2.46	5653.80	3.63
202	973.26	0.000E+000	0.00	676.900	0	5415.97	2.43	5420.13	3.95
203	976.50	0.000E+000	0.00	678.600	0	5179.70	2.68	5181.93	4.35
204	979.74	0.000E+000	0.00	682.700	0	4934.90	2.34	4947.33	4.46
205	982.98	0.000E+000	0.00	678.800	0	4700.47	2.25	4697.53	4.18
206	986.21	0.000E+000	0.00	680.600	0	4460.47	2.17	4471.07	4.12
207	989.45	0.000E+000	0.00	683.700	0	4224.87	2.13	4234.40	3.46
208	992.68	0.000E+000	0.00	682.400	0	3995.00	1.74	4004.07	4.94
209	995.91	0.000E+000	0.00	680.000	0	3766.40	1.88	3784.53	5.18
210	999.14	0.000E+000	0.00	678.300	0	3553.50	2.12	3556.93	4.03
211	1002.37	0.000E+000	0.00	681.900	0	3334.87	1.83	3337.27	3.57
212	1005.60	0.000E+000	0.00	678.300	0	3124.90	1.57	3128.33	4.14
213	1008.82	0.000E+000	0.00	675.900	0	2927.67	1.96	2923.53	4.33
214	1012.05	0.000E+000	0.00	680.300	0	2737.00	1.78	2751.53	4.69
215	1015.27	0.000E+000	0.00	682.100	0	2556.83	1.96	2559.60	5.34
216	1018.49	0.000E+000	0.00	684.700	0	2389.77	2.17	2405.47	3.22
217	1021.71	0.000E+000	0.00	682.700	0	2235.43	2.53	2246.60	4.06
218	1024.93	0.000E+000	0.00	680.200	0	2092.47	1.73	2093.27	3.34
219	1028.14	0.000E+000	0.00	678.200	0	1959.40	1.86	1966.67	4.09
220	1031.36	0.000E+000	0.00	683.500	0	1828.53	2.04	1837.93	4.35
221	1034.57	0.000E+000	0.00	679.900	0	1706.30	1.58	1712.33	4.24
222	1037.78	0.000E+000	0.00	682.000	0	1596.53	2.34	1600.13	4.94
223	1040.99	0.000E+000	0.00	677.100	0	1496.03	2.22	1490.13	3.89
224	1044.19	0.000E+000	0.00	679.700	0	1398.30	2.02	1399.87	3.86
225	1047.40	0.000E+000	0.00	681.800	0	1305.40	2.11	1314.80	4.37
226	1050.60	0.000E+000	0.00	673.300	0	1234.83	2.00	1232.33	3.08
227	1053.80	0.000E+000	0.00	679.600	0	1147.83	2.52	1141.93	3.75
228	1057.00	0.000E+000	0.00	679.000	0	1075.43	2.02	1068.13	3.61
229	1060.20	0.000E+000	0.00	672.500	0	1008.63	2.36	1000.13	3.05
230	1063.40	0.000E+000	0.00	682.100	0	938.67	1.88	944.53	3.86
231	1066.59	0.000E+000	0.00	684.600	0	882.97	1.99	884.20	3.79
232	1069.79	0.000E+000	0.00	683.000	0	839.90	1.63	842.40	4.21
233	1072.98	0.000E+000	0.00	684.500	0	791.07	1.98	793.27	2.96
234	1076.17	0.000E+000	0.00	681.200	0	752.03	2.26	748.60	3.16
235	1079.35	0.000E+000	0.00	675.300	0	715.80	2.18	719.33	3.96
236	1082.54	0.000E+000	0.00	679.400	0	675.30	1.78	673.33	4.62
237	1085.72	0.000E+000	0.00	675.600	0	642.07	2.00	640.93	3.28
238	1088.90	0.000E+000	0.00	673.700	0	605.73	2.11	612.53	4.81
239	1092.08	0.000E+000	0.00	674.200	0	579.77	2.61	590.27	3.87
240	1095.26	0.000E+000	0.00	675.800	0	550.07	1.86	551.40	3.03
241	1098.44	0.000E+000	0.00	675.100	0	528.17	2.81	533.13	2.91
242	1101.61	0.000E+000	0.00	678.200	0	507.93	2.21	522.33	3.23
243	1104.78	0.000E+000	0.00	674.500	0	507.50	2.11	519.80	4.25
244	1107.95	0.000E+000	0.00	680.400	0	523.33	1.45	526.07	5.15
245	1111.12	0.000E+000	0.00	675.600	0	565.13	1.65	562.33	5.04
246	1114.28	0.000E+000	0.00	680.300	0	635.23	2.34	639.13	4.74
247	1117.45	0.000E+000	0.00	679.400	0	741.67	2.08	745.07	3.85
248	1120.61	0.000E+000	0.00	679.900	0	858.87	1.88	853.20	4.81
249	1123.77	0.000E+000	0.00	676.900	0	952.50	2.18	949.07	4.57
250	1126.93	0.000E+000	0.00	675.800	0	994.80	2.35	991.07	5.64
251	1130.08	0.000E+000	0.00	672.300	0	1002.43	1.87	999.87	4.27
252	1133.24	0.000E+000	0.00	675.700	0	982.50	1.74	976.00	4.42
253	1136.39	0.000E+000	0.00	677.300	0	966.50	1.85	964.27	5.43
254	1139.54	0.000E+000	0.00	679.200	0	966.03	2.32	964.73	4.47
255	1142.69	0.000E+000	0.00	690.600	0	980.90	2.09	986.67	5.59
[END_OF_CALDATA]
